tweet_id,text,label
371,هذا تغريدة تجريبية رقم 371 باللهجة #تجربة,Egypt
372,هذا تغريدة تجريبية رقم 372 باللهجة #تجربة,Palestine
373,هذا تغريدة تجريبية رقم 373 باللهجة #تجربة,Jordan
374,هذا تغريدة تجريبية رقم 374 باللهجة #تجربة,Egypt
375,هذا تغريدة تجريبية رقم 375 باللهجة #تجربة,Morocco
376,هذا تغريدة تجريبية رقم 376 باللهجة #تجربة,Morocco
377,هذا تغريدة تجريبية رقم 377 باللهجة #تجربة,Jordan
378,هذا تغريدة تجريبية رقم 378 باللهجة #تجربة,Jordan
379,هذا تغريدة تجريبية رقم 379 باللهجة #تجربة,Saudi_Arabia
380,هذا تغريدة تجريبية رقم 380 باللهجة #تجربة,Morocco
381,هذا تغريدة تجريبية رقم 381 باللهجة #تجربة,Syria
382,هذا تغريدة تجريبية رقم 382 باللهجة #تجربة,Palestine
383,هذا تغريدة تجريبية رقم 383 باللهجة #تجربة,Lebanon
384,هذا تغريدة تجريبية رقم 384 باللهجة #تجربة,Jordan
385,هذا تغريدة تجريبية رقم 385 باللهجة #تجربة,Egypt
386,هذا تغريدة تجريبية رقم 386 باللهجة #تجربة,Saudi_Arabia
387,هذا تغريدة تجريبية رقم 387 باللهجة #تجربة,Egypt
388,هذا تغريدة تجريبية رقم 388 باللهجة #تجربة,Lebanon
389,هذا تغريدة تجريبية رقم 389 باللهجة #تجربة,Lebanon
390,هذا تغريدة تجريبية رقم 390 باللهجة #تجربة,Palestine
391,هذا تغريدة تجريبية رقم 391 باللهجة #تجربة,Egypt
392,هذا تغريدة تجريبية رقم 392 باللهجة #تجربة,Jordan
393,هذا تغريدة تجريبية رقم 393 باللهجة #تجربة,Palestine
394,هذا تغريدة تجريبية رقم 394 باللهجة #تجربة,Palestine
395,هذا تغريدة تجريبية رقم 395 باللهجة #تجربة,Jordan
396,هذا تغريدة تجريبية رقم 396 باللهجة #تجربة,Saudi_Arabia
397,هذا تغريدة تجريبية رقم 397 باللهجة #تجربة,Saudi_Arabia
398,هذا تغريدة تجريبية رقم 398 باللهجة #تجربة,Saudi_Arabia
399,هذا تغريدة تجريبية رقم 399 باللهجة #تجربة,Syria
